Name,Address,City,State,Years_of_Operation,Latitude,Longitude
"Gluth Implement Company","826 East Bridge Street","Redwood Falls","MN","&lt;--1948--&gt;",44.54118,-95.10538
"Hopfenspirger-Schoffman (Implement) (Inc.)","826 East Bridge Street","Redwood Falls","MN","&lt;--1960-1980--&gt;",44.54118,-95.10538
"Schoffman's, Inc.","826 East Bridge Street","Redwood Falls","MN","&lt;--1984--&gt;",44.54118,-95.10538
"Heins & Company","","Renville","MN","&lt;--1909--&gt;",44.78923,-95.21206
"Klaus Mulder","","Renville","MN","&lt;--1940--&gt;",44.78923,-95.21206
"Renville Implement Company","","Renville","MN","&lt;--1947-1948--&gt;",44.78923,-95.21206
"Fuller & Fischer, Inc.","","Renville","MN","&lt;--1958-1964--&gt;",44.78923,-95.21206
"Fullers, Inc.","405 Park Avenue W","Renville","MN","&lt;--1967-1984--&gt;",44.78869,-95.21719
"J. N. Kremer & Company","","Rice","MN","&lt;--1922--&gt;",45.75232,-94.21951
"Fromelt Implement Company","","Rice","MN","&lt;--1948-1980--&gt;",45.75232,-94.21951
"Gerhardt Implement Company","","Richfield","MN","&lt;--1945",44.8799,-93.26794
"Astleford Equipment Company (Inc.)","400 West 78th Street","Richfield","MN","&lt;--1948-1985--&gt;",44.86296,-93.28518
"Meyer & Frank","","Richmond","MN","&lt;--1915--&gt;",45.45402,-94.52144
"Straus Implement Company","","Richmond","MN","&lt;--1948--&gt;",45.45402,-94.52144
"Crystal Motors, Inc.","","Robbinsdale","MN","&lt;--1958-1964--&gt;",45.02965,-93.33737
"H. O. Lester","","Rochester","MN","1926--&gt;",44.01933,-92.45887
"McCormick-Deering Store","","Rochester","MN","&lt;--1944",44.01933,-92.45887
"Allen-Lloyd Company","","Rochester","MN","&lt;--1948-1958--&gt;",44.01933,-92.45887
"Rochester International Sales","","Rochester","MN","&lt;--1962-1964--&gt;",44.01933,-92.45887
"Selby Truck Sales","1825 7th Street NW","Rochester","MN","&lt;--1967-1974--&gt;",44.03376,-92.49038
"Adamson Motors, Inc.","1825 7th Street NW; 4800 Highway 52 North","Rochester","MN","&lt;--1976-1980--&gt;",44.03272,-92.48759
"Ace Truck & Equipment Company","2729 Whynaught Court SE","Rochester","MN","&lt;--1984-1985--&gt;",43.99375,-92.42041
"Dallas Truck Centers, Inc.","2729 Whynaught Court SE","Rochester","MN","&lt;--1990--&gt;",43.99375,-92.42041
"Rockford Hardware Company","","Rockford","MN","&lt;--1916--&gt;",45.0882,-93.73846
"Heinen Mercantile Company","12820 Main Street","Rodgers","MN","&lt;--1948-1984--&gt;",45.18851,-93.55204
"Rose Creek Farm Service","","Rose Creek","MN","&lt;--1946",43.60489,-92.83122
"Archie R. Lee","","Roseau","MN","&lt;--1936-1947",48.84524,-95.76447
"Carl J. Wahlberg","","Roseau","MN","&lt;--1948--&gt;",48.84524,-95.76447
"Dicks Texaco","","Roseau","MN","&lt;--1967--&gt;",48.84524,-95.76447
"Roseau Diesel Service","112 2nd Avenue SW","Roseau","MN","&lt;--1973--&gt;",48.8457,-95.76437
"Rechtzigel Implement & Motor Company","","Rosemount","MN","&lt;--1935-1947",44.74068,-93.11223
"Wilroy Company (Inc.)","","Rosemount","MN","&lt;--1948-1958--&gt;",44.74068,-93.11223
"Burgett Implement Company","","Rothsay","MN","&lt;--1948-1949--&gt;",46.47171,-96.28524
"Charley-Holman Equipment Company","","Rothsay","MN","&lt;--1958--&gt;",46.47171,-96.28524
"C. M. Jorve","","Rothsay","MN","",46.47171,-96.28524
"Odegaard Feed & Implement Company","","Rush City","MN","&lt;--1948--&gt;",45.68378,-92.9646
"Odegaard Buick & Implement Company","","Rush City","MN","&lt;--1958--&gt;",45.68378,-92.9646
"John Eggen & Son","","Rushford","MN","&lt;--1919--&gt;",43.81171,-91.75314
"Miller Truck & Implement Company","","Rushford","MN","&lt;--1948-1962--&gt;",43.81171,-91.75314
"Rushford Implement Company","","Rushford","MN","",43.81171,-91.75314
"Louis Lietz","","Rushmore","MN","&lt;--1948-1962--&gt;",43.61851,-95.80116
"Brinkmeyer Auto & Implement Company","","Russell","MN","&lt;--1948--&gt;",44.31875,-95.94695
"Nelson Implement Company","","Ruthton","MN","&lt;--1948-1958--&gt;",44.17844,-96.10408
"Ristvedt Bros.","","Sacred Heart","MN","&lt;--1909--&gt;",44.78688,-95.35004
"P. N. Romness & Sons","","Sacred Heart","MN","&lt;--1925--&gt;",44.78688,-95.35004
"Romness Brothers","","Sacred Heart","MN","&lt;--1948--&gt;",44.78688,-95.35004
"Fox Bros. Garage","","Sanborn","MN","&lt;--1958-1964--&gt;",44.2116,-95.13221
"Hutter Motor Sales","","Sandstone","MN","&lt;--1958--&gt;",46.13126,-92.86769
"J. J. Smith Implement Company","","Sauk Centre","MN","&lt;--1948--&gt;",45.73714,-94.95195
"Rondestvedt Farm Equipment","","Sauk Centre","MN","&lt;--1958--&gt;",45.73714,-94.95195
"Gebeke Sales & Service","Highway 71 North","Sauk Centre","MN","&lt;--1962-1964--&gt;",45.7423,-94.95203
"Farmers Co-op Elevator","","Sauk Centre","MN","&lt;--1978-1980--&gt;",45.73714,-94.95195
"Andy's Standard Service","","Sauk Rapids","MN","&lt;--1958-1969--&gt;",45.59133,-94.16944
"Hall Equipment","600 West Highway 13","Savage","MN","&lt;--1973-1976--&gt;",44.77863,-93.35684
"International Harvester Company ~ Payline Branch","5633 West Highway 13","Savage","MN","&lt;--1979-1980--&gt;",44.7772,-93.35513
"International Harvester Used Truck Center","5633 West Highway 13","Savage","MN","&lt;--1980-1983--&gt;",44.7772,-93.35513
"Sebeka Co-op Association","","Sebeka","MN","&lt;--1948-1960--&gt;",46.62994,-95.08506
"Wm. C. Sarkela","","Sebeka","MN","&lt;--1958-1969--&gt;",46.62994,-95.08506
"Wm. F. Marschall & Son","","Shakopee","MN","&lt;--1948--&gt;",44.79852,-93.52681
"Malme Hardware & Implement Company","","Shelly","MN","&lt;--1948-1952--&gt;",47.45738,-96.81872
"Beyers Hardware & Implement Company","","Shelly","MN","&lt;--1958--&gt;",47.45738,-96.81872
"Efteland & Hanson","","Shelly","MN","",47.45738,-96.81872
"Walter Hansen","","Sherburn","MN","&lt;--1948--&gt;",43.65235,-94.7273
"Wiese Implement Company","","Slayton","MN","&lt;--1945",43.99307,-95.75342
"Hovis Implement Company","","Slayton","MN","1945--&gt;",43.99307,-95.75342
"McNeil Implement","","Slayton","MN","&lt;--1958--&gt;",43.99307,-95.75342
"Slayton International (Inc.)","Maple Avenue & Highway 30","Slayton","MN","&lt;--1967-1984--&gt;",43.99308,-95.75342
"Kelm & Schmidt","","Sleepy Eye","MN","&lt;--1926--&gt;",44.29726,-94.72564
"Renneke Company","237 West Main Street","Sleepy Eye","MN","&lt;--1948--&gt;",44.29731,-94.72516
"Evenson Bros.","","Sleepy Grove","MN","&lt;--1948--&gt;",45.34272,-93.27702
"Priebe Motor Company","","South St. Paul","MN","&lt;--1958-1964--&gt;",44.89068,-93.03725
"Allan Halvorson","","Spicer","MN","&lt;--1942--&gt;",45.23111,-94.93852
"Halvorson & Company (Inc.) / Halvorson Company, Inc.","138 Lake Avenue North","Spicer","MN","&lt;--1948-1990--&gt;",45.23534,-94.93905
"Valley Truck & Implement Company","","Spring Valley","MN","&lt;--1948--&gt;",43.68599,-92.38918
"Bradt Implement Company","","Spring Valley","MN","",43.68599,-92.38918
"Springfield Implement Company","","Springfield","MN","&lt;--1925-1932--&gt;",44.24351,-94.97455
"Schilling's (Implement Department)","","Springfield","MN","&lt;--1948--&gt;",44.24351,-94.97455
"Schilling Implement Company","","Springfield","MN","&lt;--1958-1970--&gt;",44.24351,-94.97455
"Cullen's Garage","","Springfield","MN","&lt;--1958--&gt;",44.24351,-94.97455
"Steenhovens","","Springfield","MN","&lt;--1978-1980--&gt;",44.24351,-94.97455
"Evenson Brothers","","Spring Grove","MN","&lt;--1958--&gt;",43.56058,-91.64033
"Grove Sales & Service","","Spring Grove","MN","&lt;--1962-1969--&gt;",43.56058,-91.64033
"Leino's Grocery","","Squaw Lake","MN","",47.62798,-94.13678
"F. J. Forestell","","St. Charles","MN","&lt;--1917--&gt;",43.97192,-92.06496
"Schultz Implement Company, Inc.","1249 Whitewater Avenue","St. Charles","MN","&lt;--1948-1984--&gt;",43.96653,-92.06449
"Patterson Quarries (Inc.)","","St. Charles","MN","&lt;--1958-1969--&gt;",43.97192,-92.06496
"Patterson Truck Sales","","St. Charles","MN","&lt;--1973--&gt;",43.97192,-92.06496
"E. F. Hager","","St. Clair","MN","&lt;--1948--&gt;",44.0813,-93.85572
"St. Cloud Implement Company","","St. Cloud","MN","&lt;--1948--&gt;",45.55929,-94.15652
"Arnold G. Soltis","","St. Cloud","MN","&lt;--1949--&gt;",45.55929,-94.15652
"Arnold Equipment Company","28 NE 6th Avenue","St. Cloud","MN","&lt;--1965--&gt;",45.56814,-94.14726
"Arnold's Equipment, Inc.","Highway 23 East","St. Cloud","MN","&lt;--1978-1984--&gt;",45.57765,-94.11777
"International Harvester Company","102-112 6th Avenue North","St. Cloud","MN","&lt;--1922--&gt;",45.56252,-94.1609
"International Harvester Company","536 East St. Germain Street","St. Cloud","MN","&lt;--1946-1969--&gt;",45.5662,-94.14808
"A. Gatterberg","","St. Hilaire","MN","&lt;--1947",47.99337,-96.2009
"Nelson & Berge Implement Company","","St. James","MN","&lt;--1948--&gt;",43.98257,-94.62712
"Malmgren Brothers Implement Company","","St. James","MN","&lt;--1958--&gt;",43.98257,-94.62712
"Malmgren Implement","","St. James","MN","&lt;--1978-1984--&gt;",43.98257,-94.62712
"Hovde Motor Company","","St. James","MN","&lt;--1964-1969--&gt;",43.98257,-94.62712
"Holand Motors, Inc.","","St. Louis Park","MN","&lt;--1958-1969--&gt;",44.94361,-93.36829
"Rothstein Implement Company","","St. Martin","MN","&lt;--1948--&gt;",45.50091,-94.66734
"Rothstein Implements, Inc.","160 Maine Street","St. Martin","MN","&lt;--1958-1984--&gt;",45.50267,-94.67067
"H. W. Dick","","St. Michael","MN","&lt;--1919--&gt;",45.21014,-93.66479
"Welter Implement Company","","St. Michael","MN","&lt;--1948-1962--&gt;",45.21014,-93.66479
"Welters, Inc.","19 Main Street S","St. Michael","MN","&lt;--1967-1984--&gt;",45.20991,-93.66515
"Geiger Company, Inc","26-28 East Chicago Avenue","St. Paul","MN","&lt;--1948-1952--&gt;",44.8339,-92.97537
"C. P. Casperson, Inc.","","St. Paul","MN","&lt;--1958--&gt;",44.94372,-93.09428
"Geiger Company, Inc.","","St. Paul","MN","&lt;--1958--&gt;",44.94372,-93.09428
"Gladstone Service","","St. Paul","MN","&lt;--1958--&gt;",44.94372,-93.09428
"Central Warehouse Garage","","St. Paul","MN","&lt;--1958-1962--&gt;",44.94372,-93.09428
"Quigley Motor Sales, Inc.","","St. Paul","MN","&lt;--1962-1964--&gt;",44.94372,-93.09428
"A & M Industrial Tractor, Inc.","2489 Franklin Avenue","St. Paul","MN","&lt;--1978--&gt;",44.96457,-93.20446
"Fox Brothers, Inc.","740 North Concord Street","St. Paul","MN","",44.90297,-93.04322
"International Harvester Company","2572 University Avenue","St. Paul","MN","&lt;--1946-1961--&gt;",44.96645,-93.20403
"International Harvester Company","215 University Avenue","St. Paul","MN","&lt;--1958--&gt;",44.95624,-93.1088
"International Harvester Company ~ Truck Branch","775 Rice Street","St. Paul","MN","&lt;--1962-1980--&gt;",44.96429,-93.10709
"International Harvester Company","2199 Charles Street","St. Paul","MN","",45.00826,-92.98954
"Ransom & Lindberg","","St. Peter","MN","&lt;--1922--&gt;",44.32387,-93.9593
"Anthony Implements","","St. Peter","MN","&lt;--1948-1949--&gt;",44.32387,-93.9593
"Valley Implement Company","","St. Peter","MN","&lt;--1958--&gt;",44.32387,-93.9593
"Lager's (Inc.)","910 North Minnesota Avenue","St. Peter","MN","&lt;--1967-1980--&gt;",44.33439,-93.95002
"Interstate Lumber Company","","Stacy","MN","&lt;--1945",45.39668,-92.98181
"Honstad Implement Company","","Stanley","MN","&lt;--1948--&gt;",44.48675,-95.67531
"Tyrrell Implement Company / Tyrrell's","119 2nd Avenue NW","Staples","MN","&lt;--1948-1976--&gt;",46.35619,-94.80151
"Farmer's Store","","Starbuck","MN","&lt;--1913--&gt;",45.61452,-95.53116
"Ed Chalenburg & Son","","Starbuck","MN","&lt;--1946",45.61452,-95.53116
"Lindberg Implement","","Starbuck","MN","&lt;--1948-1969--&gt;",45.61452,-95.53116
"Stephen Implement Company","","Stephen","MN","&lt;--1944-1962--&gt;",48.45225,-96.87492
"Stephen Oil & Implement Company / Inc.","","Stephen","MN","&lt;--1964-1969--&gt;",48.45225,-96.87492
"Ed Studer","","Stewart","MN","&lt;--1948--&gt;",44.72247,-94.48582
"Wacker's","","Stewart","MN","",44.72247,-94.48582
"A. G. Wilson & Sons","","Stewartville","MN","&lt;--1945",43.85763,-92.48849
"Stillwater Market Company","","Stillwater","MN","&lt;--1928--&gt;",45.05574,-92.81014
"Carlson Brothers","","Stillwater","MN","&lt;--1948--&gt;",45.05574,-92.81014
"Kelly Motors","","Stillwater","MN","&lt;--1958--&gt;",45.05574,-92.81014
"Storden Implement Company","","Storden","MN","&lt;--1948--&gt;",44.04015,-95.31954
"Carey's Implement","","Storden","MN","&lt;--1958--&gt;",44.04015,-95.31954
"Farmers Grain Company","","Storden","MN","&lt;--1978-1984--&gt;",44.04015,-95.31954
"Sturgeon Lake Garage","","Sturgeon Lake","MN","&lt;--1958-1964--&gt;",46.38459,-92.82949
"Negaard Machine Company","","Sunburg","MN","&lt;--1948--&gt;",45.3485,-95.23824
"Swatara Service Station","","Swatara","MN","&lt;--1929--&gt;",46.93194,-93.74589
"L. P. Szarzynski","","Taunton","MN","&lt;--1945",44.59543,-96.06429
"Beck Hardware","","Taunton","MN","&lt;--1948-1958--&gt;",44.59543,-96.06429
"Lundberg Implement Company","","Taylors Falls","MN","&lt;--1948--&gt;",45.40147,-92.65227
"C. Gustafson & Son (Inc.)","","Thief River Falls","MN","&lt;--1923-1965--&gt;",48.11914,-96.18155
"T & S Implement Company","","Thief River Falls","MN","&lt;--1967-1969--&gt;",48.11914,-96.18155
"Wennberg's","Oakland Park Road","Thief River Falls","MN","&lt;--1968--&gt;",48.10379,-96.18719
"Falls Diesel Service","Highway 59 North","Thief River Falls","MN","&lt;--1973-1976--&gt;",48.00737,-96.0547
"Anderson Equipment","","Thief River Falls","MN","",48.11914,-96.18155
"Standard Motor Company","","Tower","MN","&lt;--1958--&gt;",47.81008,-92.28716
"Ruthenbeck Implement Company","","Tracy","MN","&lt;--1948-1958--&gt;",44.23888,-95.61682
"Ruthenbeck & Krieg, Inc.","","Tracy","MN","&lt;--1962-1969--&gt;",44.23888,-95.61682
"Petersen-Baack, Inc.","Highway 14 & 8th Street","Tracy","MN","&lt;--1975-1980--&gt;",44.22432,-95.61445
"Johnson & Johnson","","Traverse","MN","&lt;--1944",45.80438,-96.49838
"Triumph Implement Company","","Trimont (Triumph)","MN","&lt;--1948-1964--&gt;",43.76197,-94.71475
"Wm. Roth Implement Company","","Truman","MN","&lt;--1948--&gt;",43.82767,-94.43707
"Truman Equipment Company","","Truman","MN","&lt;--1955-1967--&gt;",43.82767,-94.43707
"Peterson & Vogt / Peterson-Vogt, Inc.","","Truman","MN","&lt;--1978-1984--&gt;",43.82767,-94.43707
"M. J. Erickson Company","","Twin Valley","MN","&lt;--1967-1969--&gt;",47.25721,-96.25886
"Arrowhead Garage","","Two Harbors","MN","&lt;--1958--&gt;",47.02564,-91.67671
"Ramey Mfg. & Eng., Inc.","","Two Harbors","MN","&lt;--1962--&gt;",47.02564,-91.67671
"Andersons Sales","","Two Harbors","MN","&lt;--1964-1969--&gt;",47.02564,-91.67671
"Barko Loader Service","Highway 61 West","Two Harbors","MN","&lt;--1973-1974--&gt;",47.11758,-91.51019
"Melgaard Implement Company","","Tyler","MN","&lt;--1948-1958--&gt;",44.27843,-96.13476
"Tyler Implement Company, Inc.","North Main Street","Tyler","MN","&lt;--1962-1984--&gt;",44.17588,-93.24708
"Henry Gibson","","Ulen","MN","&lt;--1940--&gt;",47.07982,-96.25899
"Gibson Implement Company","","Ulen","MN","&lt;--1948--&gt;",47.07982,-96.25899
"Ulen Implement Company","","Ulen","MN","&lt;--1957-1964--&gt;",47.07982,-96.25899
"Nygaards Farm Equipment","","Ulen","MN","&lt;--1967-1969--&gt;",47.07982,-96.25899
"Erickson Implement Company","","Upsala","MN","&lt;--1948--&gt;",45.80738,-94.57152
"H. C. Calvert / H. Calvert","","Verndale","MN","&lt;--1913-1915--&gt;",46.39557,-95.01306
"Andy's Cash Store","","Verndale","MN","&lt;--1946",46.39557,-95.01306
"Wm. Nelsen / Vesta Feed Mill","","Vesta","MN","&lt;--1948--&gt;",44.50778,-95.41653
"William Braunworth","","Victoria","MN","&lt;--1942-1948--&gt;",44.85875,-93.66191
"Braunworth Equipment Company","","Victoria","MN","&lt;--1958--&gt;",44.85875,-93.66191
"Hall Equipment, Inc.","","Virginia","MN","&lt;--1968--&gt;",47.52315,-92.53866
"International Harvester Company ~ Payline Branch","1400 West Chestnut Street","Virginia","MN","&lt;--1978-1980--&gt;",47.52306,-92.55567
"Virginia Work People's Trading Company","","Virginia","MN","",47.52315,-92.53866
"V. C. Hopfenspirger","","Wabasso","MN","&lt;--1946",44.40196,-95.24883
"Baltes Implement Company","","Wabasso","MN","&lt;--1948--&gt;",44.40196,-95.24883
"Redwood County Farm Bureau Service Association","","Wabasso","MN","&lt;--1958--&gt;",44.40196,-95.24883
"Waconia Service Station","","Waconia","MN","&lt;--1962-1964--&gt;",44.85042,-93.78608
"Uselman Implement Company","","Wadena","MN","&lt;--1948--&gt;",46.44227,-95.13602
"Uselman's, Inc.","Highway 10 East","Wadena","MN","&lt;--1958-1980--&gt;",46.44223,-95.13605
"Alexandria Diesel","Highway 10 East","Wadena","MN","&lt;--1990--&gt;",46.44223,-95.13605
"Robert Schmidt","","Waldorf","MN","&lt;--1920-1929--&gt;",43.93499,-93.70184
"Orton Motor","","Walker","MN","&lt;--1973--&gt;",47.10177,-94.58216
"Nordgren & Paulson","","Walnut Grove","MN","&lt;--1911--&gt;",44.22307,-95.4726
"A. O. Egge","","Walnut Grove","MN","&lt;--1945",44.22307,-95.4726
"Longs Implement Company","","Walnut Grove","MN","&lt;--1948",44.22307,-95.4726
"Nelson Implement Company","","Walnut Grove","MN","1948-1957",44.22307,-95.4726
"Sell Brothers, Inc.","Highway 14","Walnut Grove","MN","1957-1984--&gt;",44.2392,-95.55195
"Heydt Auto Company","","Waltham","MN","&lt;--1948--&gt;",43.81961,-92.87717
"Waltham Equipment, Inc.","","Waltham","MN","&lt;--1955-1984--&gt;",43.81961,-92.87717
"Syverson Hardware & Implement Company","","Wanamingo","MN","&lt;--1948--&gt;",44.30322,-92.78926
"Lundgren, Wittensten & Company","","Warren","MN","&lt;--1915-1920--&gt;",48.19659,-96.76996
"Warren Implement Company (Inc.)","Highway 75 South","Warren","MN","&lt;--1942-1962--&gt;",48.19698,-96.77245
"International Harvester Sales & Service","Highway 75 South","Warren","MN","&lt;--1963-1973--&gt;",48.19698,-96.77245
"Warren Implement Company (Inc.)","4526 Highway 75 South","Warren","MN","&lt;--1974-1985--&gt;",48.19698,-96.77245
"Warroad Motors","Highway 11 South","Warroad","MN","&lt;--1969-1973--&gt;",46.12803,-94.95868
"McLoone Bathke Brown Company, Inc.","","Waseca","MN","&lt;--1944",44.07759,-93.50746
"Keeley Farm Equipment Company","","Waseca","MN","&lt;--1946",44.07759,-93.50746
"Osmundson-Woodall Company","114 East Elm Avenue; 620 West Elm Avenue","Waseca","MN","&lt;--1947-1948--&gt;",44.07759,-93.50746
"Osmundson Motors & Implements","","Waseca","MN","&lt;--1958--&gt;",44.07759,-93.50746
"Jim Fox Motors","","Waseca","MN","&lt;--1962-1969--&gt;",44.07759,-93.50746
"Bob Byron Implements","","Waseca","MN","&lt;--1967--&gt;",44.07759,-93.50746
"Borg Farm Equipment","","Watertown","MN","&lt;--1948--&gt;",44.96594,-93.85231
"Fratzke's","Lewis Avenue North, between Territorial & State ","Watertown","MN","1959-1976",44.96675,-93.84433
"Midwest Sales & Service","","Watertown","MN","&lt;--1973-1974--&gt;",44.96594,-93.85231
"Midwest Motor & Equipment (Inc.)","Lewis Avenue North & Maple Street","Watertown","MN","&lt;--1976-1984--&gt;",44.96825,-93.8432
"Marzahn Motor Company / Marzahn Motors","","Waterville","MN","&lt;--1942-1969--&gt;",44.21889,-93.56777
"H. J. Wartman","","Watkins","MN","&lt;--1913--&gt;",45.31185,-94.40871
"Theis Brothers","","Watkins","MN","&lt;--1948--&gt;",45.31185,-94.40871
"Oscar F. Theis","","Watkins","MN","",45.31185,-94.40871
"Ole Aamot","","Watson","MN","&lt;--1926-1927--&gt;",45.00856,-95.80049
"Berry & Company, Inc.","","Wayzata","MN","&lt;--1958--&gt;",44.97233,-93.51022
"Dewey Rosenberg","","Welcome","MN","&lt;--1948--&gt;",43.66915,-94.61812
"Welcome Implement Company","","Welcome","MN","&lt;--1955--&gt;",43.66915,-94.61812
"J. H. Seedorf & Son","","Wells","MN","&lt;--1915--&gt;",43.74622,-93.72836
"Larson Implement Company","","Wells","MN","&lt;--1948-1969--&gt;",43.74622,-93.72836
"Dylla & Erickson, Inc.","Highway 109 East","Wells","MN","&lt;--1969-1973--&gt;",43.65512,-93.73808
"Dylla Implement, Inc.","Highway 109 East","Wells","MN","&lt;--1978-1980--&gt;",43.65512,-93.73808
"Mitchell & Sons","","Wells","MN","",43.74622,-93.72836
"Aamot Implement","Torrisson Avenue","Wendell","MN","&lt;--1948-1984--&gt;",46.03601,-96.05915
"Herolds Garage & Implement Company","","West Concord","MN","&lt;--1948--&gt;",44.15256,-92.89937
"Bucher Implement Company","","West Concord","MN","&lt;--1958-1969--&gt;",44.15256,-92.89937
"Pirkls Garage & Implement Company","","West Concord","MN","",44.15256,-92.89937
"Servatius & Bentfield","","West Union","MN","&lt;--1916--&gt;",45.80067,-95.08334
"Reinhold Ewy","","Westbrook","MN","&lt;--1925--&gt;",44.04412,-95.43606
"R. Ewy","","Westbrook","MN","&lt;--1947",44.04412,-95.43606
"Westbrook Implement Company","","Westbrook","MN","&lt;--1948--&gt;",44.04412,-95.43606
"Gebhardt Implement Company","","Westbrook","MN","&lt;--1956",44.04412,-95.43606
"G & J Implement Company","","Westbrook","MN","1957--&gt;",44.04412,-95.43606
"Isaac Lee","","Wheaton","MN","&lt;--1919--&gt;",45.80438,-96.49838
"Traverse Implements, Inc.","","Wheaton","MN","&lt;--1948-1967--&gt;",45.80438,-96.49838
"Vadnais Motors","513 Washington Avenue","White Bear Lake","MN","&lt;--1958-1978--&gt;",45.08841,-93.00906
"Barnett Chrysler-Plymouth Company","3610 Highway 61","White Bear Lake","MN","&lt;--1973-1976--&gt;",45.07813,-93.01653
"I. N. Dyrdahl","","Williams","MN","&lt;--1948--&gt;",48.76708,-94.95534
"Quinn Brothers Implement Company / Quinn Brothers","","Willmar","MN","&lt;--1943-1962--&gt;",45.12202,-95.04387
"Fladeboe Buick Company","","Willmar","MN","&lt;--1958--&gt;",45.12202,-95.04387
"Auto Safety Service","","Willmar","MN","&lt;--1964--&gt;",45.12202,-95.04387
"Nelson International, Inc.","East Highway 12","Willmar","MN","&lt;--1967-1969--&gt;",45.12237,-95.04143
"Willmar Implement (Company)","South Highway 71; West Highway 40","Willmar","MN","&lt;--1970-1984--&gt;",45.12484,-95.00375
"Probst Bros. Implement Company / Probst Bros.","","Wilmont","MN","&lt;--1948-1962--&gt;",43.76459,-95.8277
"John Paulson","","Windom","MN","&lt;--1921--&gt;",43.86541,-95.11491
"Paulson & Snyder","","Windom","MN","&lt;--1947",43.86541,-95.11491
"Peters-Orth Implement Company","","Windom","MN","&lt;--1948-1958--&gt;",43.86541,-95.11491
"McCormick Farm Equipment Store","Highway 60 North","Windom","MN","&lt;--1959-1962--&gt;",43.87214,-95.11354
"International Harvester Sales & Service","Highway 60 North","Windom","MN","&lt;--1964-1967--&gt;",43.87214,-95.11354
"Hochstein's, Inc,","Highway 60 North","Windom","MN","&lt;--1969-1973--&gt;",43.87214,-95.11354
"Twin County Equipment Company / Inc.","Highway 60 North","Windom","MN","&lt;--1978-1980--&gt;",43.87214,-95.11354
"Williams Implement, Inc.","Highway 60 North","Windom","MN","&lt;--1984--&gt;",43.87214,-95.11354
"Espeseth Hardware Company / Espeseth Hardware & Implement","","Winger","MN","&lt;--1948-1984--&gt;",47.53634,-95.98526
"Lorentz C. Hanson","","Winnebago","MN","&lt;--1945",43.76991,-94.1657
"Adam Fron","","Winnebago","MN","&lt;--1945",43.76991,-94.1657
"Warren Implements","","Winnebago","MN","&lt;--1948--&gt;",43.76991,-94.1657
"Winnebago Implements","","Winnebago","MN","&lt;--1958--&gt;",43.76991,-94.1657
"Winnebago Implement & Auto (Inc.)","27 Cleveland Avenue E","Winnebago","MN","&lt;--1962-1980--&gt;",43.76816,-94.16466
"G. R. Culver","","Winona","MN","&lt;--1921-1922--&gt;",44.04988,-91.63937
"Winona Truck & Implement Company","","Winona","MN","&lt;--1948-1958--&gt;",44.04988,-91.63937
"Winona Truck Service","65 Laird Street","Winona","MN","&lt;--1962-1973--&gt;",44.05092,-91.62545
"Rich's Truck Service","65 Laird Street; Highway 61 North","Winona","MN","&lt;--1974-1979--&gt;",47.75157,-90.33212
"H. C. Stresemann","","Winthrop","MN","&lt;--1923--&gt;",44.54307,-94.36581
"Curran Equipment Company","","Winthrop","MN","&lt;--1945",44.54307,-94.36581
"Bengston Johnson","","Winthrop","MN","&lt;--1948--&gt;",44.54307,-94.36581
"Brownies Motor Service","","Winthrop","MN","&lt;--1958--&gt;",44.54307,-94.36581
"Kinnunen Store","","Wolf Lake","MN","&lt;--1945",46.80461,-95.35228
"Frank Carlson","","Wolverton","MN","&lt;--1940-1948--&gt;",46.56556,-96.73444
"Carlson Equipment Company","Highway 75","Wolverton","MN","&lt;--1958-1980--&gt;",46.63019,-96.7574
"Irvin White","","Wood Lake","MN","&lt;--1947",45.27466,-92.98877
"Wood Lake Implement Company","","Wood Lake","MN","&lt;--1948-1958--&gt;",45.27466,-92.98877
"Wood Lake Implement (Inc.)","","Wood Lake","MN","&lt;--1970-1984--&gt;",45.27466,-92.98877
"John Hoog","","Woodstock","MN","&lt;--1945",44.00925,-96.10428
"H. M. Dee Implement Company","","Worthington","MN","&lt;--1948--&gt;",43.6188,-95.59553
"Ludtke Implement Company","","Worthington","MN","&lt;--1958--&gt;",43.6188,-95.59553
"Watland International Company / Inc.","1909 Oxford Street","Worthington","MN","&lt;--1962-1984--&gt;",43.6309,-95.58173
"Paul's Auto & Truck Sales (Inc.)","Highway 210","Wright","MN","&lt;--1974-1980--&gt;",46.67472,-92.98169
"Wykoff Lumber & Implement Company","","Wykoff","MN","&lt;--1948--&gt;",43.70958,-92.26685
"Thompson Motors (of Wykoff, Inc.)","125 South Gold Street","Wykoff","MN","&lt;--1956-2014--&gt;",43.70615,-92.2687
"Carver Implement Company","","Wykoff","MN","",43.70958,-92.26685
"Schleich Implement Company","","Wykoff","MN","",43.70958,-92.26685
"Herman Klobe","","Young America","MN","&lt;--1944",44.81727,-93.93672
"Hanson Hardware","","Zimmerman","MN","&lt;--1948--&gt;",45.44334,-93.59192
"Zumbrota Implement Company","65 West 4th Street","Zumbrota","MN","&lt;--1948--&gt;",44.29333,-92.66963
"Ryan & Nei, Inc.","","Zumbrota","MN","&lt;--1958--&gt;",44.2923,-92.6786
"McCormick Farm Equipment Store","65 West 4th Street","Zumbrota","MN","&lt;--1960-1962--&gt;",44.29333,-92.66963
